1	0.00	0.00
2	0.00	0.00
3	0.00	0.00
4	0.00	0.00
5	0.00	0.00
6	0.00	0.00
7	0.00	0.00
8	0.00	0.00
9	0.00	0.00
10	0.00	0.00
11	0.00	0.00
12	0.00	0.00
13	0.00	0.00
14	0.00	0.00
15	0.00	0.00
16	0.00	0.00
17	0.00	0.00
18	0.00	0.00
19	0.00	0.00
20	0.00	0.00
21	0.00	0.00
22	0.00	0.00
23	0.00	0.00
24	0.00	0.00
25	0.00	0.00
26	0.00	0.00
27	0.00	0.00
28	0.00	0.00
29	0.00	0.00
30	0.00	0.00
31	0.00	0.00
32	0.00	0.00
33	0.00	0.00
34	0.00	0.00
35	0.00	0.00
36	0.00	0.00
37	0.00	0.00
38	0.00	0.00
39	0.00	0.00
40	0.00	0.00
41	0.02	0.02
42	0.02	0.02
43	0.06	0.06
44	0.10	0.10
45	0.14	0.14
46	0.10	0.10
47	0.22	0.22
48	0.12	0.12
49	0.14	0.14
50	0.18	0.18
51	0.08	0.08
52	0.08	0.08
53	0.18	0.18
54	0.06	0.06
55	0.02	0.02
56	0.08	0.08
57	0.10	0.10
58	0.26	0.26
59	0.08	0.08
60	0.16	0.11
61	0.22	0.16
62	0.24	0.17
63	0.26	0.21
64	0.14	0.11
65	0.22	0.16
66	0.26	0.21
67	0.08	0.06
68	0.02	0.02
69	0.08	0.06
70	0.02	0.02
71	0.02	0.02
72	0.00	0.00
73	0.00	0.00
74	0.00	0.00
75	0.00	0.00
76	0.00	0.00
77	0.00	0.00
78	0.00	0.00
79	0.00	0.00
80	0.00	0.00
81	0.00	0.00
82	0.00	0.00
83	0.00	0.00
84	0.00	0.00
85	0.00	0.00
86	0.00	0.00
87	0.00	0.00
88	0.00	0.00
89	0.00	0.00
90	0.00	0.00
91	0.08	0.06
92	0.18	0.16
93	0.04	0.04
94	0.06	0.06
95	0.04	0.03
96	0.10	0.07
97	0.02	0.02
98	0.04	0.04
99	0.10	0.07
100	0.16	0.11
101	0.12	0.08
102	0.20	0.14
103	0.12	0.12
104	0.54	0.38
105	0.64	0.46
106	0.48	0.34
107	0.28	0.20
108	0.40	0.30
109	0.38	0.28
110	0.28	0.21
111	0.28	0.20
112	0.44	0.33
113	0.40	0.28
114	0.32	0.23
115	0.36	0.26
116	0.20	0.15
117	0.20	0.14
118	0.06	0.06
119	0.08	0.06
120	0.10	0.08
121	0.04	0.03
122	0.04	0.03
123	0.08	0.06
124	0.00	0.00
125	0.00	0.00
126	0.00	0.00
127	0.00	0.00
128	0.00	0.00
129	0.00	0.00
130	0.00	0.00
131	0.00	0.00
132	0.00	0.00
133	0.00	0.00
134	0.00	0.00
135	0.00	0.00
136	0.00	0.00
137	0.00	0.00
138	0.00	0.00
139	0.00	0.00
140	0.00	0.00
141	0.00	0.00
142	0.00	0.00
143	0.00	0.00
144	0.08	0.05
145	0.28	0.18
146	0.22	0.14
147	0.06	0.04
148	0.46	0.27
149	0.16	0.09
150	0.34	0.22
151	0.42	0.25
152	0.44	0.29
153	0.48	0.32
154	0.52	0.32
155	0.36	0.22
156	0.40	0.27
157	0.72	0.43
158	0.82	0.55
159	0.70	0.48
160	0.96	0.66
161	0.56	0.37
162	0.90	0.68
163	0.84	0.66
164	1.02	0.67
165	1.32	0.78
166	1.14	0.62
167	1.28	0.53
168	0.96	0.46
169	1.22	0.48
170	0.66	0.29
171	0.78	0.37
172	1.02	0.56
173	1.26	0.64
174	0.58	0.32
175	0.28	0.13
176	0.04	0.03
177	0.14	0.09
178	0.12	0.07
179	0.04	0.04
180	0.02	0.02
181	0.00	0.00
182	0.00	0.00
183	0.00	0.00
184	0.00	0.00
185	0.00	0.00
186	0.00	0.00
187	0.00	0.00
188	0.00	0.00
189	0.00	0.00
190	0.00	0.00
191	0.00	0.00
192	0.00	0.00
193	0.00	0.00
194	0.22	0.14
195	0.58	0.21
196	0.14	0.06
197	0.54	0.25
198	0.52	0.20
199	1.44	0.57
200	1.64	0.61
201	1.84	0.74
202	1.82	0.70
203	1.50	0.58
204	2.14	0.82
205	2.42	0.89
206	1.48	0.54
207	2.22	0.85
208	2.62	0.97
209	1.92	0.82
210	2.06	0.76
211	2.76	1.07
212	3.00	1.13
213	3.16	1.13
214	3.54	1.46
215	2.16	0.78
216	2.26	0.98
217	1.78	0.72
218	1.80	0.69
219	1.94	0.75
220	1.62	0.62
221	0.94	0.36
222	0.98	0.41
223	0.70	0.25
224	1.22	0.55
225	0.34	0.17
226	0.30	0.16
227	1.34	0.53
228	0.52	0.22
229	0.28	0.13
230	0.16	0.09
231	0.04	0.03
232	0.04	0.03
233	0.20	0.10
234	0.08	0.05
235	0.04	0.03
236	0.00	0.00
237	0.02	0.02
238	0.02	0.02
239	0.00	0.00
240	0.00	0.00
241	0.00	0.00
242	0.00	0.00
243	0.00	0.00
244	0.00	0.00
245	0.14	0.06
246	0.26	0.12
247	0.08	0.05
