248	0.00	0.00
249	0.00	0.00
250	0.74	0.27
251	1.94	0.68
252	1.46	0.55
253	2.38	0.85
254	1.92	0.76
255	1.86	0.65
256	2.08	0.72
257	3.96	1.42
258	3.50	1.38
259	4.48	1.64
260	3.96	1.54
261	4.40	1.66
262	4.04	1.52
263	3.64	1.38
264	3.86	1.45
265	3.04	1.20
266	2.34	0.88
267	3.98	1.55
268	3.92	1.45
269	4.46	1.70
270	2.62	1.00
271	2.06	0.81
272	2.64	0.96
273	1.72	0.65
274	1.50	0.59
275	3.32	1.23
276	2.18	0.85
277	1.16	0.42
278	0.88	0.35
279	0.36	0.18
280	1.30	0.52
281	0.44	0.18
282	0.20	0.10
283	0.06	0.03
284	0.00	0.00
285	0.02	0.02
286	0.00	0.00
287	0.00	0.00
288	0.00	0.00
289	0.00	0.00
290	0.00	0.00
291	0.00	0.00
292	0.00	0.00
293	0.00	0.00
294	0.00	0.00
295	0.00	0.00
296	0.00	0.00
297	1.20	0.44
298	0.64	0.27
299	0.68	0.32
300	1.04	0.43
301	2.36	0.90
302	1.86	0.74
303	2.52	0.92
304	3.70	1.34
305	3.48	1.26
306	2.68	0.95
307	2.56	1.00
308	1.56	0.61
309	2.56	0.89
310	1.84	0.63
311	3.82	1.39
312	3.88	1.43
313	3.14	1.11
314	3.44	1.19
315	4.54	1.73
316	5.74	2.11
317	4.94	1.88
318	5.38	1.89
319	5.66	2.09
320	5.54	1.92
321	5.42	1.97
322	5.22	1.89
323	5.14	1.87
324	6.50	2.50
325	5.04	1.86
326	2.18	0.82
327	2.92	1.02
328	4.28	1.63
329	4.34	1.66
330	2.72	1.05
331	4.26	1.64
332	1.72	0.65
333	0.68	0.30
334	0.16	0.08
335	0.02	0.02
336	0.12	0.05
337	0.46	0.19
338	0.26	0.11
339	0.10	0.08
340	0.06	0.03
341	0.00	0.00
342	0.00	0.00
343	0.00	0.00
344	0.50	0.20
345	0.42	0.16
346	0.34	0.15
347	0.12	0.07
348	0.00	0.00
349	0.00	0.00
350	0.00	0.00
351	0.14	0.06
352	0.40	0.17
353	0.64	0.23
354	0.68	0.27
355	0.44	0.16
356	3.00	1.20
357	3.10	1.09
358	1.50	0.55
359	2.54	1.00
360	4.20	1.53
361	4.02	1.66
362	3.16	1.19
363	5.10	1.86
364	4.58	1.72
365	5.84	2.18
366	5.38	1.99
367	6.20	2.25
368	6.18	2.36
369	6.22	2.25
370	5.80	2.05
371	5.86	2.21
372	6.72	2.54
373	6.46	2.47
374	5.72	2.19
375	5.62	2.01
376	4.18	1.56
377	4.26	1.57
378	1.60	0.66
379	3.84	1.42
380	4.10	1.51
381	3.20	1.13
382	1.84	0.70
383	0.78	0.27
384	0.28	0.10
385	0.04	0.03
386	0.00	0.00
387	0.00	0.00
388	0.00	0.00
389	0.00	0.00
390	0.00	0.00
391	0.00	0.00
392	0.00	0.00
393	0.00	0.00
394	0.00	0.00
395	0.00	0.00
396	0.00	0.00
397	0.00	0.00
398	0.00	0.00
399	0.00	0.00
400	0.00	0.00
401	0.00	0.00
402	0.08	0.05
403	0.68	0.28
404	0.48	0.20
405	2.04	0.79
406	2.08	0.70
407	3.94	1.41
408	2.70	0.98
409	1.40	0.49
410	0.82	0.35
411	2.92	1.15
412	1.66	0.64
413	1.88	0.67
414	3.66	1.30
415	3.26	1.10
416	2.18	0.91
417	5.02	1.83
418	4.16	1.51
419	6.24	2.42
420	5.36	1.96
421	5.98	2.17
422	4.74	1.85
423	4.64	1.75
424	5.18	1.97
425	6.60	2.44
426	6.40	2.37
427	6.56	2.39
428	5.90	2.18
429	3.58	1.37
430	3.14	1.20
431	5.04	1.92
432	4.96	1.84
433	1.90	0.71
434	0.88	0.35
435	0.24	0.10
436	0.08	0.06
437	0.10	0.07
438	0.00	0.00
439	0.00	0.00
440	0.00	0.00
441	0.00	0.00
442	0.00	0.00
443	0.00	0.00
444	0.00	0.00
445	0.00	0.00
446	0.00	0.00
447	0.00	0.00
448	0.00	0.00
449	0.00	0.00
450	0.00	0.00
451	0.00	0.00
452	0.22	0.09
453	0.70	0.27
454	0.36	0.16
455	0.08	0.04
456	0.32	0.14
457	0.94	0.34
458	1.82	0.69
459	1.74	0.71
460	1.64	0.65
461	2.48	1.01
462	2.96	1.11
463	3.28	1.24
464	2.14	0.77
465	1.46	0.62
466	3.76	1.33
467	4.72	1.79
468	5.12	1.89
469	4.66	1.71
470	0.00	0.00
